,size,color,shape,target,concept
3074,0,0,1,1,0
3075,2,1,0,0,0
3076,0,0,0,1,0
3077,0,1,0,0,0
3078,0,0,2,1,0
3079,0,1,1,0,0
3080,0,0,1,1,0
3081,2,2,2,0,0
3082,0,0,0,1,0
3083,1,1,0,0,0
3084,0,0,2,1,0
3085,0,2,0,0,0
3086,0,0,2,1,0
3087,1,0,2,0,0
3088,0,0,0,1,0
3089,0,2,1,0,0
3090,0,0,2,1,0
3091,2,0,0,0,0
3092,0,0,0,1,0
3093,2,0,1,0,0
3094,0,0,2,1,0
3095,2,0,0,0,0
3096,0,0,1,1,0
3097,2,0,0,0,0
3098,0,0,0,1,0
3099,2,0,2,0,0
3100,0,0,1,1,0
3101,1,0,2,0,0
3102,0,0,2,1,0
3103,2,1,2,0,0
3104,0,0,0,1,0
3105,2,1,1,0,0
3106,0,0,0,1,0
3107,1,2,0,0,0
3108,0,0,2,1,0
3109,2,0,2,0,0
3110,0,0,1,1,0
3111,2,0,0,0,0
3112,0,0,0,1,0
3113,2,2,1,0,0
3114,0,0,0,1,0
3115,2,0,0,0,0
3116,0,0,2,1,0
3117,1,0,1,0,0
3118,0,0,2,1,0
3119,1,1,1,0,0
3120,0,0,0,1,0
3121,0,1,2,0,0
3122,0,0,0,1,0
3123,2,0,2,0,0
3124,0,0,2,1,0
3125,1,0,0,0,0
3126,0,0,1,1,0
3127,2,2,2,0,0
3128,0,0,2,1,0
3129,0,2,0,0,0
3130,0,0,2,1,0
3131,0,1,0,0,0
3132,0,0,1,1,0
3133,2,1,0,0,0
3134,0,0,1,1,0
3135,1,2,0,0,0
3136,0,0,1,1,0
3137,1,1,0,0,0
3138,0,0,2,1,0
3139,0,1,0,0,0
3140,0,0,1,1,0
3141,2,2,1,0,0
3142,0,0,2,1,0
3143,2,0,1,0,0
3144,0,0,2,1,0
3145,2,1,1,0,0
3146,0,0,2,1,0
3147,2,2,0,0,0
3148,0,0,1,1,0
3149,0,2,2,0,0
3150,0,0,2,1,0
3151,1,1,0,0,0
3152,0,0,1,1,0
3153,1,1,2,0,0
3154,0,0,2,1,0
3155,1,0,2,0,0
3156,0,0,1,1,0
3157,1,1,2,0,0
3158,0,0,1,1,0
3159,0,2,0,0,0
3160,0,0,0,1,0
3161,0,1,0,0,0
3162,0,0,1,1,0
3163,0,1,2,0,0
3164,0,0,0,1,0
3165,1,2,0,0,0
3166,0,0,2,1,0
3167,2,1,2,0,0
3168,0,0,0,1,0
3169,2,0,2,0,0
3170,0,0,1,1,0
3171,1,2,2,0,0
3172,0,0,0,1,0
3173,2,1,1,0,0
3174,0,0,2,1,0
3175,0,1,0,0,0
3176,0,0,2,1,0
3177,0,1,0,0,0
3178,0,0,1,1,0
3179,0,1,0,0,0
3180,0,0,1,1,0
3181,2,1,1,0,0
3182,0,0,1,1,0
3183,1,2,2,0,0
3184,0,0,2,1,0
3185,0,1,2,0,0
3186,0,0,1,1,0
3187,2,0,1,0,0
3188,0,0,0,1,0
3189,1,0,0,0,0
3190,0,0,0,1,0
3191,1,1,2,0,0
3192,0,0,1,1,0
3193,1,2,0,0,0
3194,0,0,1,1,0
3195,1,2,1,0,0
3196,0,0,0,1,0
3197,2,0,1,0,0
3198,0,0,0,1,0
3199,2,0,0,0,0
3200,0,0,0,1,0
3201,2,2,0,0,0
3202,0,0,0,1,0
3203,2,2,1,0,0
3204,0,0,0,1,0
3205,1,1,2,0,0
3206,0,0,1,1,0
3207,1,0,0,0,0
3208,0,0,0,1,0
3209,1,0,0,0,0
3210,0,0,2,1,0
3211,0,2,2,0,0
3212,0,0,1,1,0
3213,1,0,2,0,0
3214,0,0,1,1,0
3215,2,0,1,0,0
3216,0,0,1,1,0
3217,1,1,1,0,0
3218,0,0,2,1,0
3219,0,2,0,0,0
3220,0,0,2,1,0
3221,0,2,0,0,0
3222,0,0,2,1,0
3223,0,1,0,0,0
3224,0,0,2,1,0
3225,2,2,1,0,0
3226,0,0,0,1,0
3227,0,2,1,0,0
3228,0,0,2,1,0
3229,2,1,0,0,0
3230,0,0,2,1,0
3231,2,1,0,0,0
3232,0,0,2,1,0
3233,2,1,1,0,0
3234,0,0,2,1,0
3235,1,1,1,0,0
3236,0,0,1,1,0
3237,1,1,2,0,0
3238,0,0,0,1,0
3239,1,2,2,0,0
3240,0,0,2,1,0
3241,1,2,0,0,0
3242,0,0,0,1,0
3243,1,0,0,0,0
3244,0,0,2,1,0
3245,1,1,1,0,0
3246,0,0,0,1,0
3247,0,2,2,0,0
3248,0,0,0,1,0
3249,1,2,0,0,0
3250,0,0,1,1,0
3251,1,1,0,0,0
3252,0,0,0,1,0
3253,2,0,0,0,0
3254,0,0,1,1,0
3255,0,1,1,0,0
3256,0,0,1,1,0
3257,1,0,2,0,0
3258,0,0,2,1,0
3259,2,1,2,0,0
3260,0,0,2,1,0
3261,2,0,2,0,0
3262,0,0,1,1,0
3263,2,1,0,0,0
3264,0,0,0,1,0
3265,2,1,0,0,0
3266,0,0,2,1,0
3267,0,1,2,0,0
3268,0,0,0,1,0
3269,2,1,1,0,0
3270,0,0,1,1,0
3271,0,1,2,0,0
3272,0,0,2,1,0
3273,2,2,0,0,0
3274,0,0,1,1,0
3275,1,0,2,0,0
3276,0,0,1,1,0
3277,2,2,1,0,0
3278,0,0,1,1,0
3279,0,2,0,0,0
3280,0,0,1,1,0
3281,1,1,1,0,0
3282,0,0,1,1,0
3283,2,0,2,0,0
3284,0,0,1,1,0
3285,2,1,2,0,0
3286,0,0,0,1,0
3287,0,2,2,0,0
3288,0,0,1,1,0
3289,1,0,1,0,0
3290,0,0,2,1,0
3291,1,2,1,0,0
3292,0,0,2,1,0
3293,1,1,0,0,0
3294,0,0,0,1,0
3295,0,2,1,0,0
3296,0,0,2,1,0
3297,2,0,0,0,0
3298,0,0,2,1,0
3299,2,2,1,0,0
3300,0,0,0,1,0
3301,2,1,1,0,0
3302,0,0,1,1,0
3303,1,2,0,0,0
3304,0,0,0,1,0
3305,1,1,2,0,0
3306,0,0,2,1,0
3307,2,2,1,0,0
3308,0,0,1,1,0
3309,2,1,1,0,0
3310,0,0,2,1,0
3311,2,1,2,0,0
3312,0,0,0,1,0
3313,1,1,2,0,0
3314,0,0,1,1,0
3315,2,2,2,0,0
3316,0,0,1,1,0
3317,2,1,0,0,0
3318,0,0,1,1,0
3319,0,1,0,0,0
3320,0,0,2,1,0
3321,1,2,0,0,0
3322,0,0,1,1,0
3323,2,2,2,0,0
3324,0,0,0,1,0
3325,2,0,2,0,0
3326,0,0,2,1,0
3327,1,0,2,0,0
3328,0,0,1,1,0
3329,1,2,1,0,0
3330,0,0,0,1,0
3331,2,0,2,0,0
3332,0,0,2,1,0
3333,2,2,2,0,0
3334,0,0,1,1,0
3335,0,1,0,0,0
3336,0,0,1,1,0
3337,1,1,1,0,0
3338,0,0,2,1,0
3339,0,1,1,0,0
3340,0,0,0,1,0
3341,1,2,1,0,0
3342,0,0,0,1,0
3343,1,2,2,0,0
3344,0,0,1,1,0
3345,2,2,0,0,0
3346,0,0,0,1,0
3347,2,0,2,0,0
3348,0,0,0,1,0
3349,2,0,1,0,0
3350,0,0,1,1,0
3351,1,2,2,0,0
3352,0,0,0,1,0
3353,2,2,0,0,0
3354,0,0,0,1,0
3355,2,1,1,0,0
3356,0,0,1,1,0
3357,0,2,2,0,0
3358,0,0,2,1,0
3359,1,2,2,0,0
3360,0,0,2,1,0
3361,0,1,1,0,0
3362,0,0,2,1,0
3363,0,2,2,0,0
3364,0,0,0,1,0
3365,2,1,1,0,0
3366,0,0,2,1,0
3367,1,1,1,0,0
3368,0,0,1,1,0
3369,2,2,2,0,0
3370,0,0,0,1,0
3371,2,2,2,0,0
3372,0,0,0,1,0
3373,2,1,1,0,0
3374,0,0,1,1,0
3375,2,0,0,0,0
3376,0,0,1,1,0
3377,2,2,2,0,0
3378,0,0,1,1,0
3379,2,1,2,0,0
3380,0,0,1,1,0
3381,1,2,1,0,0
3382,0,0,1,1,0
3383,2,1,2,0,0
3384,0,0,0,1,0
3385,2,2,1,0,0
3386,0,0,0,1,0
3387,0,2,0,0,0
3388,0,0,2,1,0
3389,2,0,2,0,0
3390,0,0,2,1,0
3391,1,0,2,0,0
3392,0,0,2,1,0
3393,1,2,1,0,0
3394,0,0,1,1,0
3395,1,2,0,0,0
3396,0,0,1,1,0
3397,2,1,2,0,0
3398,0,0,2,1,0
3399,0,2,1,0,0
3400,0,0,1,1,0
3401,2,2,0,0,0
3402,0,0,2,1,0
3403,2,2,2,0,0
3404,0,0,0,1,0
3405,0,1,1,0,0
3406,0,0,0,1,0
3407,2,1,1,0,0
3408,0,0,1,1,0
3409,2,0,2,0,0
3410,0,0,1,1,0
3411,0,2,0,0,0
3412,0,0,0,1,0
3413,1,2,2,0,0
3414,0,0,1,1,0
3415,1,0,2,0,0
3416,0,0,0,1,0
3417,1,2,2,0,0
3418,0,0,0,1,0
3419,0,2,0,0,0
3420,0,0,0,1,0
3421,0,2,2,0,0
3422,0,0,0,1,0
3423,0,2,0,0,0
3424,0,0,1,1,0
3425,1,1,0,0,0
3426,0,0,0,1,0
3427,2,2,1,0,0
3428,0,0,0,1,0
3429,2,1,0,0,0
3430,0,0,1,1,0
3431,1,1,1,0,0
3432,0,0,1,1,0
3433,0,2,2,0,0
3434,0,0,2,1,0
3435,0,2,1,0,0
3436,0,0,2,1,0
3437,1,0,0,0,0
3438,0,0,2,1,0
3439,0,2,0,0,0
3440,0,0,0,1,0
3441,1,2,2,0,0
3442,0,0,0,1,0
3443,1,1,1,0,0
3444,0,0,0,1,0
3445,0,1,2,0,0
3446,0,0,1,1,0
3447,0,1,1,0,0
3448,0,0,2,1,0
3449,1,2,0,0,0
3450,0,0,0,1,0
3451,0,2,2,0,0
3452,0,0,0,1,0
3453,2,2,1,0,0
3454,0,0,1,1,0
3455,2,0,2,0,0
3456,0,0,1,1,0
3457,0,2,1,0,0
3458,0,0,1,1,0
3459,2,1,1,0,0
3460,0,0,0,1,0
3461,1,2,0,0,0
3462,0,0,1,1,0
3463,2,2,1,0,0
3464,0,0,0,1,0
3465,0,1,2,0,0
3466,0,0,0,1,0
3467,1,0,1,0,0
3468,0,0,0,1,0
3469,1,1,2,0,0
3470,0,0,2,1,0
3471,1,1,1,0,0
3472,0,0,1,1,0
3473,1,1,1,0,0
3474,0,0,0,1,0
3475,2,2,2,0,0
3476,0,0,1,1,0
3477,2,0,2,0,0
3478,0,0,1,1,0
3479,1,0,2,0,0
3480,0,0,1,1,0
3481,1,1,1,0,0
3482,0,0,0,1,0
3483,1,2,1,0,0
3484,0,0,2,1,0
3485,2,0,1,0,0
3486,0,0,2,1,0
3487,1,2,2,0,0
3488,0,0,1,1,0
3489,2,2,2,0,0
3490,0,0,2,1,0
3491,1,0,2,0,0
3492,0,0,1,1,0
3493,2,2,2,0,0
3494,0,0,1,1,0
3495,0,1,1,0,0
3496,0,0,1,1,0
3497,1,0,1,0,0
3498,0,0,2,1,0
3499,1,2,2,0,0
3500,0,0,0,1,0
3501,1,2,0,0,0
3502,0,0,2,1,0
3503,1,1,1,0,0
3504,0,0,2,1,0
3505,0,1,0,0,0
3506,0,0,2,1,0
3507,1,0,1,0,0
3508,0,0,0,1,0
3509,2,2,0,0,0
3510,0,0,0,1,0
3511,0,1,1,0,0
3512,0,0,1,1,0
3513,1,0,1,0,0
3514,0,0,1,1,0
3515,1,0,1,0,0
3516,0,0,1,1,0
3517,1,0,1,0,0
3518,0,0,1,1,0
3519,1,0,1,0,0
3520,0,0,2,1,0
3521,2,0,2,0,0
3522,0,0,2,1,0
3523,1,2,0,0,0
3524,0,0,0,1,0
3525,1,1,0,0,0
3526,0,0,0,1,0
3527,2,2,1,0,0
3528,0,0,0,1,0
3529,2,0,2,0,0
3530,0,0,1,1,0
3531,1,1,0,0,0
3532,0,0,2,1,0
3533,1,2,2,0,0
3534,0,0,0,1,0
3535,1,2,0,0,0
3536,0,0,1,1,0
3537,1,1,2,0,0
3538,0,0,1,1,0
3539,0,1,0,0,0
3540,0,0,2,1,0
3541,1,2,1,0,0
3542,0,0,1,1,0
3543,1,2,2,0,0
3544,0,0,2,1,0
3545,1,0,2,0,0
3546,0,0,1,1,0
3547,0,1,0,0,0
3548,0,0,2,1,0
3549,2,1,2,0,0
3550,0,0,0,1,0
3551,1,1,1,0,0
3552,0,0,1,1,0
3553,1,0,2,0,0
3554,0,0,1,1,0
3555,1,0,0,0,0
3556,0,0,2,1,0
3557,1,1,1,0,0
3558,0,0,0,1,0
3559,0,2,2,0,0
3560,0,0,1,1,0
3561,2,1,2,0,0
3562,0,0,1,1,0
3563,0,2,0,0,0
3564,0,0,2,1,0
3565,2,0,0,0,0
3566,0,0,2,1,0
3567,0,1,2,0,0
3568,0,0,2,1,0
3569,1,2,2,0,0
3570,0,0,0,1,0
3571,2,2,2,0,0
3572,0,0,1,1,0
3573,0,1,0,0,0
3574,0,0,1,1,0
3575,1,1,2,0,0
3576,0,0,0,1,0
3577,0,1,2,0,0
3578,0,0,0,1,0
3579,1,0,0,0,0
3580,0,0,2,1,0
3581,2,1,1,0,0
3582,0,0,1,1,0
3583,2,2,1,0,0
3584,0,0,0,1,0
3585,2,1,2,0,0
3586,0,0,2,1,0
3587,1,2,0,0,0
3588,0,0,0,1,0
3589,1,2,1,0,0
3590,0,0,2,1,0
3591,1,1,1,0,0
3592,0,0,2,1,0
3593,2,1,1,0,0
3594,0,0,2,1,0
3595,2,1,0,0,0
3596,0,0,0,1,0
3597,1,0,1,0,0
3598,0,0,0,1,0
3599,2,2,0,0,0
3600,0,0,0,1,0
3601,2,1,2,0,0
3602,0,0,1,1,0
3603,1,2,2,0,0
3604,0,0,2,1,0
3605,2,2,2,0,0
3606,0,0,2,1,0
3607,2,0,1,0,0
3608,0,0,2,1,0
3609,0,1,1,0,0
3610,0,0,2,1,0
3611,1,0,2,0,0
3612,0,0,2,1,0
3613,1,2,2,0,0
3614,0,0,0,1,0
3615,2,0,1,0,0
3616,0,0,1,1,0
3617,1,1,2,0,0
3618,0,0,2,1,0
3619,1,2,1,0,0
3620,0,0,2,1,0
3621,2,2,0,0,0
3622,0,0,0,1,0
3623,2,1,0,0,0
3624,0,0,0,1,0
3625,0,1,2,0,0
3626,0,0,1,1,0
3627,0,2,2,0,0
3628,0,0,1,1,0
3629,1,0,1,0,0
3630,0,0,0,1,0
3631,2,2,1,0,0
3632,0,0,1,1,0
3633,2,2,0,0,0
3634,0,0,0,1,0
3635,1,2,1,0,0
3636,0,0,2,1,0
3637,2,0,1,0,0
3638,0,0,1,1,0
3639,0,1,1,0,0
3640,0,0,2,1,0
3641,1,0,0,0,0
3642,0,0,0,1,0
3643,2,1,1,0,0
3644,0,0,1,1,0
3645,1,2,1,0,0
3646,0,0,2,1,0
3647,2,0,2,0,0
3648,0,0,2,1,0
3649,0,2,0,0,0
3650,0,0,0,1,0
3651,0,2,2,0,0
3652,0,0,2,1,0
3653,1,1,0,0,0
3654,0,0,1,1,0
3655,2,0,1,0,0
3656,0,0,1,1,0
3657,2,1,2,0,0
3658,0,0,1,1,0
3659,0,1,0,0,0
3660,0,0,2,1,0
3661,0,2,0,0,0
3662,0,0,1,1,0
3663,1,1,0,0,0
3664,0,0,0,1,0
3665,2,0,2,0,0
3666,0,0,2,1,0
3667,1,0,1,0,0
3668,0,0,1,1,0
3669,0,1,0,0,0
3670,0,0,2,1,0
3671,0,1,0,0,0
3672,0,0,0,1,0
3673,2,1,2,0,0
3674,0,0,0,1,0
3675,0,2,2,0,0
3676,0,0,1,1,0
3677,2,0,2,0,0
3678,0,0,1,1,0
3679,1,1,2,0,0
3680,0,0,1,1,0
3681,2,1,1,0,0
3682,0,0,1,1,0
3683,0,1,2,0,0
3684,0,0,1,1,0
3685,0,2,1,0,0
3686,0,0,2,1,0
3687,1,1,0,0,0
3688,0,0,1,1,0
3689,0,2,2,0,0
3690,0,0,1,1,0
3691,2,1,0,0,0
3692,0,0,1,1,0
3693,2,2,0,0,0
3694,0,0,2,1,0
3695,1,0,0,0,0
3696,0,0,2,1,0
3697,2,0,1,0,0
3698,0,0,0,1,0
3699,1,1,1,0,0
3700,0,0,2,1,0
3701,2,1,1,0,0
3702,0,0,0,1,0
3703,2,1,1,0,0
3704,0,0,1,1,0
3705,1,0,0,0,0
3706,0,0,1,1,0
3707,2,2,0,0,0
3708,0,0,1,1,0
3709,0,2,0,0,0
3710,0,0,0,1,0
3711,2,1,0,0,0
3712,0,0,2,1,0
3713,1,2,2,0,0
3714,0,0,2,1,0
3715,1,0,2,0,0
3716,0,0,0,1,0
3717,0,1,1,0,0
3718,0,0,1,1,0
3719,1,0,0,0,0
3720,0,0,2,1,0
3721,2,0,0,0,0
3722,0,0,0,1,0
3723,2,0,1,0,0
3724,0,0,1,1,0
3725,0,1,2,0,0
3726,0,0,1,1,0
3727,2,0,0,0,0
3728,0,0,1,1,0
3729,1,0,0,0,0
3730,0,0,2,1,0
3731,0,1,0,0,0
3732,0,0,2,1,0
3733,1,0,0,0,0
3734,0,0,2,1,0
3735,2,0,1,0,0
3736,0,0,2,1,0
3737,1,1,2,0,0
3738,0,0,1,1,0
3739,1,0,1,0,0
3740,0,0,0,1,0
3741,1,1,2,0,0
3742,0,0,0,1,0
3743,2,1,2,0,0
3744,0,0,1,1,0
3745,0,1,0,0,0
3746,0,0,1,1,0
3747,1,0,0,0,0
3748,0,0,1,1,0
3749,2,1,1,0,0
3750,0,0,0,1,0
3751,0,2,0,0,0
3752,0,0,0,1,0
3753,1,1,2,0,0
3754,0,0,0,1,0
3755,1,2,0,0,0
3756,0,0,1,1,0
3757,2,1,1,0,0
3758,0,0,1,1,0
3759,2,2,0,0,0
3760,0,0,1,1,0
3761,0,1,1,0,0
3762,0,0,1,1,0
3763,2,1,1,0,0
3764,0,0,0,1,0
3765,2,2,1,0,0
3766,0,0,2,1,0
3767,0,2,1,0,0
3768,0,0,0,1,0
3769,1,1,2,0,0
3770,0,0,1,1,0
3771,1,1,2,0,0
3772,0,0,1,1,0
3773,1,2,2,0,0
3774,0,0,1,1,0
3775,1,1,0,0,0
3776,0,0,2,1,0
3777,2,1,1,0,0
3778,0,0,1,1,0
3779,0,1,1,0,0
3780,0,0,0,1,0
3781,1,2,0,0,0
3782,0,0,0,1,0
3783,0,1,2,0,0
3784,0,0,1,1,0
3785,0,2,1,0,0
3786,0,0,1,1,0
3787,0,2,1,0,0
3788,0,0,0,1,0
3789,2,0,2,0,0
3790,0,0,2,1,0
3791,2,1,0,0,0
3792,0,0,1,1,0
3793,1,2,1,0,0
3794,0,0,1,1,0
3795,1,2,2,0,0
3796,0,0,0,1,0
3797,2,1,1,0,0
3798,0,0,1,1,0
3799,1,0,1,0,0
3800,0,0,0,1,0
3801,1,1,0,0,0
3802,0,0,1,1,0
3803,1,0,0,0,0
3804,0,0,0,1,0
3805,1,1,2,0,0
3806,0,0,1,1,0
3807,2,2,1,0,0
3808,0,0,1,1,0
3809,2,0,0,0,0
3810,0,0,1,1,0
3811,2,2,2,0,0
3812,0,0,2,1,0
3813,0,1,0,0,0
3814,0,0,2,1,0
3815,2,2,1,0,0
3816,0,0,2,1,0
3817,1,2,0,0,0
3818,0,0,0,1,0
3819,2,0,1,0,0
3820,0,0,2,1,0
3821,0,2,1,0,0
3822,0,0,1,1,0
3823,1,1,1,0,0
3824,0,0,1,1,0
3825,0,2,0,0,0
3826,0,0,0,1,0
3827,2,2,1,0,0
3828,0,0,2,1,0
3829,2,0,2,0,0
3830,0,0,2,1,0
3831,1,1,1,0,0
3832,0,0,1,1,0
3833,1,1,0,0,0
3834,0,0,1,1,0
3835,1,0,1,0,0
3836,0,0,1,1,0
3837,1,2,0,0,0
3838,0,0,0,1,0
3839,0,1,1,0,0
3840,0,0,1,1,0
3841,1,2,1,0,0
3842,0,0,2,1,0
3843,0,1,1,0,0
3844,0,0,0,1,0
3845,0,2,2,0,0
3846,0,0,1,1,0
3847,0,2,2,0,0
3848,0,0,0,1,0
3849,1,0,1,0,0
3850,0,0,2,1,0
3851,1,1,1,0,0
3852,0,0,1,1,0
3853,1,0,1,0,0
3854,0,0,0,1,0
3855,0,1,0,0,0
3856,0,0,0,1,0
3857,1,2,2,0,0
3858,0,0,1,1,0
3859,1,2,2,0,0
3860,0,0,2,1,0
3861,0,1,0,0,0
3862,0,0,0,1,0
3863,2,1,1,0,0
3864,0,0,0,1,0
3865,2,1,2,0,0
3866,0,0,0,1,0
3867,2,2,2,0,0
3868,0,0,0,1,0
3869,0,2,2,0,0
3870,0,0,2,1,0
3871,2,1,0,0,0
3872,0,0,2,1,0
3873,0,1,1,0,0
3874,0,0,0,1,0
3875,1,0,1,0,0
3876,0,0,2,1,0
3877,1,0,2,0,0
3878,0,0,2,1,0
3879,1,0,2,0,0
3880,0,0,1,1,0
3881,2,0,0,0,0
3882,0,0,0,1,0
3883,2,0,1,0,0
3884,0,0,1,1,0
3885,1,1,0,0,0
3886,0,0,0,1,0
3887,0,1,0,0,0
3888,0,0,0,1,0
3889,1,2,2,0,0
3890,0,0,2,1,0
3891,2,1,1,0,0
3892,0,0,2,1,0
3893,1,2,1,0,0
3894,0,0,0,1,0
3895,1,2,1,0,0
3896,0,0,0,1,0
3897,1,1,2,0,0
3898,0,0,0,1,0
3899,1,2,1,0,0
3900,0,0,1,1,0
3901,1,2,1,0,0
3902,0,0,2,1,0
3903,1,1,1,0,0
3904,0,0,0,1,0
3905,1,2,1,0,0
3906,0,0,1,1,0
3907,2,1,1,0,0
3908,0,0,0,1,0
3909,1,1,1,0,0
3910,0,0,2,1,0
3911,0,1,0,0,0
3912,0,0,0,1,0
3913,1,1,1,0,0
3914,0,0,0,1,0
3915,0,2,1,0,0
3916,0,0,2,1,0
3917,2,1,1,0,0
3918,0,0,1,1,0
3919,2,1,0,0,0
3920,0,0,0,1,0
3921,0,1,2,0,0
3922,0,0,2,1,0
3923,2,2,2,0,0
3924,0,0,2,1,0
3925,1,2,2,0,0
3926,0,0,2,1,0
3927,2,0,2,0,0
3928,0,0,1,1,0
3929,2,1,2,0,0
3930,0,0,2,1,0
3931,1,1,1,0,0
3932,0,0,0,1,0
3933,0,2,2,0,0
3934,0,0,2,1,0
3935,2,2,1,0,0
3936,0,0,1,1,0
3937,2,1,0,0,0
3938,0,0,0,1,0
3939,2,2,0,0,0
3940,0,0,1,1,0
3941,2,0,2,0,0
3942,0,0,1,1,0
3943,2,1,0,0,0
3944,0,0,0,1,0
3945,2,2,2,0,0
3946,0,0,1,1,0
3947,0,1,1,0,0
3948,0,0,2,1,0
3949,2,0,0,0,0
3950,0,0,0,1,0
3951,2,0,2,0,0
3952,0,0,1,1,0
3953,0,1,2,0,0
3954,0,0,0,1,0
3955,1,0,2,0,0
3956,0,0,1,1,0
3957,2,1,0,0,0
3958,0,0,0,1,0
3959,1,1,0,0,0
3960,0,0,0,1,0
3961,1,0,0,0,0
3962,0,0,0,1,0
3963,0,1,2,0,0
3964,0,0,0,1,0
3965,2,2,2,0,0
3966,0,0,0,1,0
3967,0,2,0,0,0
3968,0,0,0,1,0
3969,0,2,2,0,0
3970,0,0,1,1,0
3971,1,2,2,0,0
3972,0,0,1,1,0
3973,2,2,0,0,0
3974,0,0,1,1,0
3975,1,1,0,0,0
3976,0,0,1,1,0
3977,1,1,2,0,0
3978,0,0,2,1,0
3979,2,2,2,0,0
3980,0,0,0,1,0
3981,0,1,0,0,0
3982,0,0,2,1,0
3983,2,2,0,0,0
3984,0,0,0,1,0
3985,0,2,0,0,0
3986,0,0,2,1,0
3987,1,0,1,0,0
3988,0,0,0,1,0
3989,2,2,1,0,0
3990,0,0,1,1,0
3991,1,1,2,0,0
3992,0,0,0,1,0
3993,1,1,1,0,0
3994,0,0,0,1,0
3995,1,2,1,0,0
3996,0,0,0,1,0
3997,2,0,1,0,0
3998,0,0,0,1,0
3999,0,1,0,0,0
4000,0,0,0,1,0
4001,2,1,0,0,0
4002,0,0,0,1,0
4003,0,1,2,0,0
4004,0,0,1,1,0
4005,2,2,0,0,0
4006,0,0,0,1,0
4007,2,2,2,0,0
4008,0,0,1,1,0
4009,2,0,2,0,0
4010,0,0,2,1,0
4011,0,2,2,0,0
4012,0,0,2,1,0
4013,1,0,2,0,0
4014,0,0,1,1,0
4015,0,1,0,0,0
4016,0,0,2,1,0
4017,2,0,2,0,0
4018,0,0,1,1,0
4019,2,0,1,0,0
4020,0,0,0,1,0
4021,1,1,2,0,0
4022,0,0,0,1,0
4023,0,2,2,0,0
4024,0,0,1,1,0
4025,1,2,1,0,0
4026,0,0,2,1,0
4027,2,1,1,0,0
4028,0,0,1,1,0
4029,0,1,2,0,0
4030,0,0,1,1,0
4031,2,0,1,0,0
4032,0,0,2,1,0
4033,0,1,2,0,0
4034,0,0,0,1,0
4035,1,1,2,0,0
4036,0,0,1,1,0
4037,0,2,0,0,0
4038,0,0,0,1,0
4039,2,1,0,0,0
4040,0,0,0,1,0
4041,1,0,0,0,0
4042,0,0,1,1,0
4043,1,1,2,0,0
4044,0,0,0,1,0
4045,1,0,0,0,0
4046,0,0,2,1,0
4047,2,0,1,0,0
4048,0,0,2,1,0
4049,2,0,1,0,0
4050,0,0,0,1,0
4051,2,1,0,0,0
4052,0,0,1,1,0
4053,2,2,0,0,0
4054,0,0,2,1,0
4055,2,2,1,0,0
4056,0,0,0,1,0
4057,1,2,2,0,0
4058,0,0,1,1,0
4059,1,2,0,0,0
4060,0,0,0,1,0
4061,1,0,1,0,0
4062,0,0,1,1,0
4063,2,1,2,0,0
4064,0,0,0,1,0
4065,0,2,2,0,0
4066,0,0,1,1,0
4067,1,0,1,0,0
4068,0,0,2,1,0
4069,1,1,1,0,0
4070,0,0,2,1,0
4071,1,0,2,0,0
4072,0,0,1,1,0
4073,0,2,2,0,0
4074,0,0,1,1,0
4075,1,1,1,0,0
4076,0,0,2,1,0
4077,1,0,0,0,0
4078,0,0,1,1,0
4079,0,2,0,0,0
4080,0,0,2,1,0
4081,2,1,1,0,0
4082,0,0,2,1,0
4083,2,1,0,0,0
4084,0,0,1,1,0
4085,2,2,1,0,0
4086,0,0,0,1,0
4087,0,1,1,0,0
4088,0,0,2,1,0
4089,0,1,2,0,0
4090,0,0,1,1,0
4091,2,2,2,0,0
4092,0,0,1,1,0
4093,1,1,0,0,0
4094,0,0,2,1,0
4095,0,1,0,0,0
4096,0,0,0,1,0
4097,1,2,2,0,0
4098,0,0,0,1,0
4099,1,1,2,0,0
4100,0,0,2,1,0
4101,0,1,1,0,0
4102,0,0,0,1,0
4103,2,0,2,0,0
4104,0,0,0,1,0
4105,1,2,0,0,0
4106,0,0,0,1,0
4107,0,1,2,0,0
4108,0,0,0,1,0
4109,1,1,0,0,0
4110,0,0,0,1,0
4111,0,2,0,0,0
4112,0,0,0,1,0
4113,1,1,0,0,0
4114,0,0,1,1,0
4115,2,0,1,0,0
4116,0,0,0,1,0
4117,1,1,1,0,0
4118,0,0,1,1,0
4119,1,1,2,0,0
4120,0,0,1,1,0
4121,2,1,1,0,0
4122,0,0,0,1,0
4123,1,2,1,0,0
4124,0,0,2,1,0
4125,0,1,1,0,0
4126,0,0,1,1,0
4127,2,0,1,0,0
4128,0,0,0,1,0
4129,1,2,2,0,0
4130,0,0,1,1,0
4131,1,0,2,0,0
4132,0,0,0,1,0
4133,2,0,0,0,0
4134,0,0,2,1,0
4135,2,1,0,0,0
4136,0,0,0,1,0
4137,1,2,0,0,0
4138,0,0,0,1,0
4139,1,1,0,0,0
4140,0,0,0,1,0
4141,2,1,1,0,0
4142,0,0,0,1,0
4143,1,1,0,0,0
4144,0,0,0,1,0
4145,1,0,2,0,0
4146,0,0,0,1,0
4147,2,0,0,0,0
4148,0,0,0,1,0
