,size,color,shape,target,concept
3086,0,0,2,1,0
3087,2,0,2,0,0
3088,0,2,0,0,0
3089,1,1,0,0,0
3090,1,0,1,0,0
3091,2,1,2,0,0
3092,0,0,0,1,0
3093,1,2,2,0,0
3094,2,2,1,0,0
3095,0,1,2,0,0
3096,1,0,1,0,0
3097,2,2,0,0,0
3098,1,0,2,0,0
3099,2,2,1,0,0
3100,2,2,1,0,0
3101,2,1,0,0,0
3102,2,1,0,0,0
3103,2,0,2,0,0
3104,1,0,1,0,0
3105,2,2,2,0,0
3106,0,0,0,1,0
3107,2,2,0,0,0
3108,2,1,2,0,0
3109,1,1,2,0,0
3110,0,0,0,1,0
3111,1,1,0,0,0
3112,0,0,1,1,0
3113,1,2,0,0,0
3114,0,1,0,0,0
3115,0,0,1,1,0
3116,1,1,2,0,0
3117,1,1,1,0,0
3118,1,0,1,0,0
3119,1,2,2,0,0
3120,2,2,1,0,0
3121,0,2,2,0,0
3122,1,0,2,0,0
3123,2,2,2,0,0
3124,0,1,1,0,0
3125,0,1,1,0,0
3126,1,1,0,0,0
3127,0,1,0,0,0
3128,0,0,2,1,0
3129,0,2,0,0,0
3130,0,2,0,0,0
3131,2,2,2,0,0
3132,0,1,0,0,0
3133,1,2,1,0,0
3134,1,0,0,0,0
3135,1,2,2,0,0
3136,1,1,1,0,0
3137,0,0,2,1,0
3138,1,2,2,0,0
3139,0,0,1,1,0
3140,0,1,1,0,0
3141,1,0,2,0,0
3142,2,1,0,0,0
3143,2,1,0,0,0
3144,2,1,1,0,0
3145,1,1,0,0,0
3146,2,2,0,0,0
3147,0,2,0,0,0
3148,2,1,1,0,0
3149,0,1,1,0,0
3150,0,2,2,0,0
3151,1,2,2,0,0
3152,1,2,0,0,0
3153,2,1,2,0,0
3154,1,2,2,0,0
3155,0,0,2,1,0
3156,0,1,1,0,0
3157,0,0,2,1,0
3158,1,2,0,0,0
3159,1,0,0,0,0
3160,2,2,1,0,0
3161,2,0,1,0,0
3162,2,2,1,0,0
3163,2,1,2,0,0
3164,0,0,0,1,0
3165,2,0,2,0,0
3166,0,1,0,0,0
3167,0,1,0,0,0
3168,1,0,2,0,0
3169,0,0,0,1,0
3170,0,0,1,1,0
3171,2,2,2,0,0
3172,0,0,1,1,0
3173,2,1,2,0,0
3174,0,1,0,0,0
3175,1,1,1,0,0
3176,1,2,0,0,0
3177,1,1,2,0,0
3178,2,0,0,0,0
3179,0,1,1,0,0
3180,2,2,1,0,0
3181,1,1,1,0,0
3182,1,0,2,0,0
3183,2,0,1,0,0
3184,0,1,1,0,0
3185,1,2,2,0,0
3186,0,0,2,1,0
3187,1,0,0,0,0
3188,2,1,1,0,0
3189,0,2,0,0,0
3190,0,1,2,0,0
3191,0,2,2,0,0
3192,1,0,2,0,0
3193,0,0,0,1,0
3194,0,2,1,0,0
3195,0,1,1,0,0
3196,2,2,2,0,0
3197,0,1,2,0,0
3198,1,1,0,0,0
3199,2,2,0,0,0
3200,1,1,1,0,0
3201,2,1,2,0,0
3202,0,1,0,0,0
3203,2,1,1,0,0
3204,2,0,2,0,0
3205,2,1,0,0,0
3206,1,0,2,0,0
3207,2,2,0,0,0
3208,0,1,0,0,0
3209,2,0,0,0,0
3210,2,1,1,0,0
3211,1,0,2,0,0
3212,1,2,2,0,0
3213,0,1,1,0,0
3214,2,2,0,0,0
3215,1,1,0,0,0
3216,0,0,2,1,0
3217,0,2,0,0,0
3218,1,2,0,0,0
3219,2,0,2,0,0
3220,1,0,0,0,0
3221,1,0,2,0,0
3222,2,0,1,0,0
3223,0,0,2,1,0
3224,1,1,0,0,0
3225,0,1,2,0,0
3226,2,2,1,0,0
3227,1,1,1,0,0
3228,1,0,0,0,0
3229,0,2,0,0,0
3230,2,1,0,0,0
3231,1,0,1,0,0
3232,0,0,2,1,0
3233,1,0,2,0,0
3234,0,0,0,1,0
3235,1,0,1,0,0
3236,0,1,2,0,0
3237,1,1,2,0,0
3238,0,2,2,0,0
3239,2,1,0,0,0
3240,1,2,0,0,0
3241,2,2,1,0,0
3242,0,2,1,0,0
3243,0,0,0,1,0
3244,2,2,2,0,0
3245,0,0,1,1,0
3246,1,2,1,0,0
3247,1,2,0,0,0
3248,1,1,0,0,0
3249,2,1,0,0,0
3250,2,1,0,0,0
3251,2,2,2,0,0
3252,2,0,0,0,0
3253,0,0,0,1,0
3254,2,1,0,0,0
3255,1,1,0,0,0
3256,1,2,0,0,0
3257,0,0,2,1,0
3258,2,2,0,0,0
3259,2,1,0,0,0
3260,1,2,1,0,0
3261,0,0,1,1,0
3262,1,1,1,0,0
3263,1,0,2,0,0
3264,0,0,0,1,0
3265,2,2,1,0,0
3266,1,1,0,0,0
3267,2,1,2,0,0
3268,0,0,2,1,0
3269,1,1,2,0,0
3270,2,2,0,0,0
3271,2,0,1,0,0
3272,0,0,2,1,0
3273,0,2,1,0,0
3274,1,1,2,0,0
3275,1,0,0,0,0
3276,1,1,1,0,0
3277,0,2,1,0,0
3278,1,2,2,0,0
3279,2,1,0,0,0
3280,1,0,0,0,0
3281,0,2,2,0,0
3282,1,1,1,0,0
3283,2,1,1,0,0
3284,1,2,2,0,0
3285,0,0,2,1,0
3286,0,1,2,0,0
3287,2,1,2,0,0
3288,2,1,0,0,0
3289,1,0,2,0,0
3290,1,2,2,0,0
3291,2,0,0,0,0
3292,0,0,1,1,0
3293,0,1,1,0,0
3294,1,1,0,0,0
3295,1,2,1,0,0
3296,1,2,2,0,0
3297,2,1,0,0,0
3298,1,0,0,0,0
3299,2,2,2,0,0
3300,2,1,0,0,0
3301,0,1,1,0,0
3302,2,2,0,0,0
3303,1,0,2,0,0
3304,0,1,1,0,0
3305,1,0,2,0,0
3306,2,1,0,0,0
3307,0,1,0,0,0
3308,2,0,1,0,0
3309,2,2,2,0,0
3310,0,0,2,1,0
3311,0,2,1,0,0
3312,0,1,0,0,0
3313,0,2,2,0,0
3314,1,1,0,0,0
3315,1,1,2,0,0
3316,0,0,2,1,0
3317,2,2,1,0,0
3318,2,0,2,0,0
3319,0,0,1,1,0
3320,1,0,1,0,0
3321,1,1,1,0,0
3322,1,2,0,0,0
3323,1,0,2,0,0
3324,2,1,1,0,0
3325,2,1,1,0,0
3326,2,2,2,0,0
3327,0,0,1,1,0
3328,0,0,2,1,0
3329,2,2,1,0,0
3330,0,2,0,0,0
3331,0,1,1,0,0
3332,0,0,0,1,0
3333,2,2,1,0,0
3334,0,0,2,1,0
3335,2,2,1,0,0
3336,1,1,2,0,0
3337,2,1,2,0,0
3338,0,2,2,0,0
3339,1,0,2,0,0
3340,0,1,0,0,0
3341,2,0,0,0,0
3342,1,2,0,0,0
3343,2,0,0,0,0
3344,2,2,2,0,0
3345,0,1,2,0,0
3346,1,0,1,0,0
3347,1,0,1,0,0
3348,1,2,2,0,0
3349,1,1,1,0,0
3350,0,0,2,1,0
3351,2,0,1,0,0
3352,2,1,1,0,0
3353,2,1,2,0,0
3354,1,1,0,0,0
3355,1,1,2,0,0
3356,1,2,1,0,0
3357,1,1,0,0,0
3358,0,2,2,0,0
3359,2,0,1,0,0
3360,1,1,0,0,0
3361,0,2,1,0,0
3362,0,2,2,0,0
3363,1,2,0,0,0
3364,2,1,1,0,0
3365,1,2,2,0,0
3366,0,0,2,1,0
3367,1,1,2,0,0
3368,0,0,1,1,0
3369,2,1,2,0,0
3370,1,2,1,0,0
3371,2,1,1,0,0
3372,0,0,0,1,0
3373,1,0,1,0,0
3374,0,1,2,0,0
3375,1,1,2,0,0
3376,1,2,0,0,0
3377,0,1,2,0,0
3378,0,0,2,1,0
3379,0,1,0,0,0
3380,0,1,1,0,0
3381,0,0,1,1,0
3382,1,0,0,0,0
3383,1,0,2,0,0
3384,0,0,0,1,0
3385,0,1,0,0,0
3386,0,2,1,0,0
3387,2,0,1,0,0
3388,1,0,1,0,0
3389,1,1,1,0,0
3390,2,2,0,0,0
3391,2,1,2,0,0
3392,1,0,0,0,0
3393,1,1,1,0,0
3394,2,2,1,0,0
3395,0,2,2,0,0
3396,0,2,2,0,0
3397,2,1,0,0,0
3398,0,2,2,0,0
3399,2,0,0,0,0
3400,2,2,2,0,0
3401,1,1,0,0,0
3402,1,2,2,0,0
3403,0,1,2,0,0
3404,1,0,2,0,0
3405,1,2,1,0,0
3406,1,2,0,0,0
3407,2,1,2,0,0
3408,2,2,1,0,0
3409,2,1,0,0,0
3410,2,1,1,0,0
3411,1,0,2,0,0
3412,2,1,2,0,0
3413,1,1,1,0,0
3414,1,0,0,0,0
3415,1,1,1,0,0
3416,0,1,1,0,0
3417,0,1,2,0,0
3418,1,0,2,0,0
3419,1,2,0,0,0
3420,1,0,1,0,0
3421,0,2,1,0,0
3422,1,1,2,0,0
3423,1,2,0,0,0
3424,1,1,1,0,0
3425,1,0,1,0,0
3426,0,0,0,1,0
3427,0,2,1,0,0
3428,0,0,1,1,0
3429,0,0,2,1,0
3430,1,2,2,0,0
3431,1,1,2,0,0
3432,0,2,0,0,0
3433,0,2,2,0,0
3434,0,1,1,0,0
3435,2,1,1,0,0
3436,2,0,2,0,0
3437,2,2,0,0,0
3438,2,1,2,0,0
3439,0,1,2,0,0
3440,1,1,0,0,0
3441,1,1,2,0,0
3442,2,1,2,0,0
3443,0,0,2,1,0
3444,0,2,2,0,0
3445,0,1,1,0,0
3446,0,0,1,1,0
3447,1,1,0,0,0
3448,2,1,1,0,0
3449,0,0,1,1,0
3450,1,2,0,0,0
3451,0,2,1,0,0
3452,0,2,1,0,0
3453,0,1,2,0,0
3454,0,0,2,1,0
3455,1,1,1,0,0
3456,0,0,2,1,0
3457,2,1,2,0,0
3458,1,2,2,0,0
3459,1,0,2,0,0
3460,0,2,2,0,0
3461,0,1,2,0,0
3462,0,1,0,0,0
3463,2,1,0,0,0
3464,2,0,2,0,0
3465,1,0,1,0,0
3466,0,1,0,0,0
3467,0,1,1,0,0
3468,0,2,0,0,0
3469,1,2,2,0,0
3470,0,0,1,1,0
3471,2,1,1,0,0
3472,0,1,1,0,0
3473,1,0,2,0,0
3474,0,0,1,1,0
3475,1,1,1,0,0
3476,0,2,0,0,0
3477,2,0,0,0,0
3478,0,0,2,1,0
3479,1,1,0,0,0
3480,0,2,0,0,0
3481,2,0,2,0,0
3482,0,1,2,0,0
3483,2,0,2,0,0
3484,2,0,2,0,0
3485,2,1,1,0,0
3486,1,0,0,0,0
3487,1,0,0,0,0
3488,2,2,1,0,0
3489,2,1,0,0,0
3490,1,2,1,0,0
3491,2,0,1,0,0
3492,1,2,1,0,0
3493,0,2,0,0,0
3494,0,2,0,0,0
3495,2,1,1,0,0
3496,0,1,1,0,0
3497,2,1,0,0,0
3498,1,0,1,0,0
3499,0,1,0,0,0
3500,0,0,0,1,0
3501,1,1,2,0,0
3502,2,0,2,0,0
3503,1,0,0,0,0
3504,2,0,0,0,0
3505,1,2,0,0,0
3506,0,1,0,0,0
3507,2,0,1,0,0
3508,2,0,2,0,0
3509,2,0,0,0,0
3510,0,2,0,0,0
3511,2,1,0,0,0
3512,0,0,1,1,0
3513,1,0,1,0,0
3514,0,0,2,1,0
3515,2,2,0,0,0
3516,0,1,1,0,0
3517,2,0,0,0,0
3518,1,1,2,0,0
3519,0,2,0,0,0
3520,2,1,1,0,0
3521,2,1,1,0,0
3522,1,0,2,0,0
3523,2,2,0,0,0
3524,1,2,0,0,0
3525,1,1,1,0,0
3526,0,1,2,0,0
3527,2,1,0,0,0
3528,0,2,2,0,0
3529,0,2,1,0,0
3530,0,2,1,0,0
3531,2,2,2,0,0
3532,1,0,0,0,0
3533,0,2,1,0,0
3534,2,0,1,0,0
3535,2,1,1,0,0
3536,0,0,1,1,0
3537,0,2,2,0,0
3538,2,2,1,0,0
3539,1,2,2,0,0
3540,0,1,0,0,0
3541,1,2,0,0,0
3542,0,2,2,0,0
3543,1,0,2,0,0
3544,0,0,2,1,0
3545,2,1,2,0,0
3546,2,1,2,0,0
3547,0,2,1,0,0
3548,1,0,0,0,0
3549,0,1,1,0,0
3550,2,0,1,0,0
3551,0,2,2,0,0
3552,0,1,2,0,0
3553,2,2,0,0,0
3554,0,2,1,0,0
3555,0,0,2,1,0
3556,2,1,0,0,0
3557,2,0,2,0,0
3558,2,0,0,0,0
3559,2,1,0,0,0
3560,1,1,2,0,0
3561,1,2,2,0,0
3562,1,0,2,0,0
3563,2,0,0,0,0
3564,0,1,0,0,0
3565,2,2,1,0,0
3566,1,2,1,0,0
3567,1,0,1,0,0
3568,2,2,0,0,0
3569,1,2,1,0,0
3570,1,2,0,0,0
3571,2,1,2,0,0
3572,1,2,0,0,0
3573,1,1,0,0,0
3574,2,1,2,0,0
3575,2,1,0,0,0
3576,0,1,1,0,0
3577,0,1,2,0,0
3578,0,0,2,1,0
3579,0,0,0,1,0
3580,0,1,1,0,0
3581,2,0,2,0,0
3582,1,1,1,0,0
3583,2,0,2,0,0
3584,0,0,1,1,0
3585,2,2,0,0,0
3586,0,2,0,0,0
3587,0,0,2,1,0
3588,1,1,2,0,0
3589,1,1,1,0,0
3590,2,1,0,0,0
3591,0,1,0,0,0
3592,2,2,2,0,0
3593,1,0,1,0,0
3594,0,2,2,0,0
3595,1,1,2,0,0
3596,2,1,1,0,0
3597,0,1,0,0,0
3598,2,0,0,0,0
3599,2,1,1,0,0
3600,2,2,0,0,0
3601,0,1,2,0,0
3602,0,2,0,0,0
3603,2,1,1,0,0
3604,0,0,1,1,0
3605,0,1,2,0,0
3606,2,1,1,0,0
3607,0,0,1,1,0
3608,0,1,2,0,0
3609,2,2,2,0,0
3610,1,0,0,0,0
3611,0,2,0,0,0
3612,2,1,1,0,0
3613,0,0,1,1,0
3614,1,1,0,0,0
3615,2,0,2,0,0
3616,1,0,1,0,0
3617,1,0,0,0,0
3618,0,1,1,0,0
3619,1,1,1,0,0
3620,2,1,1,0,0
3621,0,2,2,0,0
3622,1,2,2,0,0
3623,1,2,2,0,0
3624,2,2,2,0,0
3625,2,0,2,0,0
3626,2,1,1,0,0
3627,2,2,2,0,0
3628,2,1,1,0,0
3629,0,1,2,0,0
3630,1,1,1,0,0
3631,1,0,0,0,0
3632,0,2,1,0,0
3633,0,1,1,0,0
3634,1,2,1,0,0
3635,0,2,0,0,0
3636,2,0,1,0,0
3637,2,0,0,0,0
3638,2,0,0,0,0
3639,1,2,1,0,0
3640,1,2,2,0,0
3641,0,2,2,0,0
3642,2,0,1,0,0
3643,2,0,0,0,0
3644,2,2,2,0,0
3645,0,0,1,1,0
3646,0,1,1,0,0
3647,1,2,0,0,0
3648,2,0,1,0,0
3649,0,2,0,0,0
3650,1,1,1,0,0
3651,2,2,2,0,0
3652,0,1,0,0,0
3653,0,2,1,0,0
3654,0,0,2,1,0
3655,2,1,1,0,0
3656,1,2,2,0,0
3657,0,1,1,0,0
3658,0,0,2,1,0
3659,1,1,0,0,0
3660,0,2,1,0,0
3661,2,0,0,0,0
3662,0,2,1,0,0
3663,1,1,1,0,0
3664,2,1,1,0,0
3665,2,0,2,0,0
3666,1,2,1,0,0
3667,0,2,2,0,0
3668,1,1,2,0,0
3669,0,2,2,0,0
3670,0,2,1,0,0
3671,1,1,1,0,0
3672,0,0,2,1,0
3673,2,1,1,0,0
3674,0,2,0,0,0
3675,0,0,1,1,0
3676,1,1,1,0,0
3677,2,1,2,0,0
3678,2,1,1,0,0
3679,2,1,0,0,0
3680,1,2,2,0,0
3681,1,2,2,0,0
3682,0,0,2,1,0
3683,0,1,2,0,0
3684,2,0,2,0,0
3685,0,1,1,0,0
3686,0,1,0,0,0
3687,0,2,2,0,0
3688,0,0,2,1,0
3689,0,1,2,0,0
3690,1,2,0,0,0
3691,0,0,2,1,0
3692,1,2,0,0,0
3693,2,2,1,0,0
3694,0,0,2,1,0
3695,2,0,0,0,0
3696,1,2,1,0,0
3697,2,2,0,0,0
3698,2,0,0,0,0
3699,1,2,0,0,0
3700,0,1,2,0,0
3701,0,0,0,1,0
3702,0,1,2,0,0
3703,2,0,2,0,0
3704,2,0,0,0,0
3705,0,1,0,0,0
3706,2,1,1,0,0
3707,2,0,2,0,0
3708,1,1,2,0,0
3709,1,1,0,0,0
3710,2,1,0,0,0
3711,0,1,2,0,0
3712,0,2,0,0,0
3713,0,1,1,0,0
3714,2,1,1,0,0
3715,0,1,2,0,0
3716,2,2,1,0,0
3717,1,1,1,0,0
3718,1,0,2,0,0
3719,1,2,2,0,0
3720,0,2,1,0,0
3721,1,1,2,0,0
3722,0,1,2,0,0
3723,0,1,2,0,0
3724,1,0,0,0,0
3725,1,1,0,0,0
3726,0,0,1,1,0
3727,0,2,2,0,0
3728,0,2,1,0,0
3729,1,0,1,0,0
3730,1,2,0,0,0
3731,0,1,1,0,0
3732,0,1,1,0,0
3733,2,0,0,0,0
3734,1,1,2,0,0
3735,1,0,2,0,0
3736,2,2,2,0,0
3737,2,2,0,0,0
3738,0,0,0,1,0
3739,2,1,2,0,0
3740,2,0,1,0,0
3741,1,1,2,0,0
3742,1,2,0,0,0
3743,0,0,0,1,0
3744,0,0,1,1,0
3745,0,1,1,0,0
3746,1,2,1,0,0
3747,1,2,1,0,0
3748,0,0,1,1,0
3749,0,2,1,0,0
3750,2,2,1,0,0
3751,1,1,1,0,0
3752,1,0,1,0,0
3753,2,0,2,0,0
3754,1,2,1,0,0
3755,2,0,0,0,0
3756,1,0,0,0,0
3757,1,0,2,0,0
3758,2,0,2,0,0
3759,0,1,2,0,0
3760,0,0,0,1,0
3761,0,0,2,1,0
3762,0,0,0,1,0
3763,1,2,0,0,0
3764,0,2,2,0,0
3765,0,1,2,0,0
3766,2,1,2,0,0
3767,1,0,2,0,0
3768,0,2,1,0,0
3769,2,1,2,0,0
3770,0,2,2,0,0
3771,2,2,1,0,0
3772,2,0,2,0,0
3773,0,1,2,0,0
3774,1,1,1,0,0
3775,1,0,0,0,0
3776,2,2,2,0,0
3777,1,2,0,0,0
3778,0,2,1,0,0
3779,2,1,0,0,0
3780,2,0,0,0,0
3781,0,2,0,0,0
3782,2,0,2,0,0
3783,2,2,1,0,0
3784,0,2,0,0,0
3785,2,0,0,0,0
3786,0,0,1,1,0
3787,2,1,1,0,0
3788,0,2,1,0,0
3789,1,0,0,0,0
3790,0,2,2,0,0
3791,0,1,2,0,0
3792,2,2,0,0,0
3793,0,0,2,1,0
3794,0,1,0,0,0
3795,0,2,2,0,0
3796,2,0,0,0,0
3797,1,1,0,0,0
3798,1,2,2,0,0
3799,0,0,0,1,0
3800,2,1,1,0,0
3801,0,2,2,0,0
3802,1,2,1,0,0
3803,1,2,1,0,0
3804,2,1,1,0,0
3805,1,0,1,0,0
3806,0,2,0,0,0
3807,1,0,0,0,0
3808,0,0,0,1,0
3809,1,1,2,0,0
3810,1,1,0,0,0
3811,1,2,0,0,0
3812,2,2,1,0,0
3813,0,1,2,0,0
3814,0,1,2,0,0
3815,2,0,2,0,0
3816,0,1,2,0,0
3817,0,0,0,1,0
3818,2,2,1,0,0
3819,2,1,1,0,0
3820,0,2,1,0,0
3821,0,0,0,1,0
3822,1,1,0,0,0
3823,2,2,2,0,0
3824,2,1,1,0,0
3825,0,2,2,0,0
3826,1,0,2,0,0
3827,2,1,0,0,0
3828,0,0,2,1,0
3829,1,1,0,0,0
3830,1,1,0,0,0
3831,0,1,1,0,0
3832,0,1,2,0,0
3833,1,1,1,0,0
3834,2,2,2,0,0
3835,1,2,0,0,0
3836,1,2,1,0,0
3837,0,0,2,1,0
3838,1,2,0,0,0
3839,0,2,2,0,0
3840,0,2,2,0,0
3841,1,2,2,0,0
3842,2,0,1,0,0
3843,1,2,1,0,0
3844,1,1,2,0,0
3845,1,2,1,0,0
3846,2,0,0,0,0
3847,1,0,2,0,0
3848,2,0,2,0,0
3849,0,0,2,1,0
3850,2,0,0,0,0
3851,1,2,1,0,0
3852,1,2,0,0,0
3853,0,2,0,0,0
3854,2,2,2,0,0
3855,0,1,1,0,0
3856,1,1,1,0,0
3857,2,1,1,0,0
3858,2,2,0,0,0
3859,1,0,2,0,0
3860,2,2,2,0,0
3861,1,2,0,0,0
3862,1,2,0,0,0
3863,2,1,0,0,0
3864,0,0,0,1,0
3865,1,0,1,0,0
3866,1,1,0,0,0
3867,1,2,0,0,0
3868,2,0,2,0,0
3869,1,2,2,0,0
3870,2,0,1,0,0
3871,1,2,2,0,0
3872,2,0,2,0,0
3873,1,2,0,0,0
3874,0,0,2,1,0
3875,2,2,0,0,0
3876,1,1,0,0,0
3877,0,1,0,0,0
3878,1,1,2,0,0
3879,2,0,2,0,0
3880,1,2,1,0,0
3881,2,2,2,0,0
3882,1,0,0,0,0
3883,1,2,0,0,0
3884,0,1,1,0,0
3885,2,0,0,0,0
3886,1,1,2,0,0
3887,0,0,2,1,0
3888,2,1,2,0,0
3889,0,1,2,0,0
3890,2,2,2,0,0
3891,1,2,0,0,0
3892,0,2,1,0,0
3893,1,2,1,0,0
3894,0,1,2,0,0
3895,1,2,2,0,0
3896,2,0,2,0,0
3897,2,1,1,0,0
3898,1,1,0,0,0
3899,1,0,1,0,0
3900,1,2,1,0,0
3901,0,1,2,0,0
3902,2,2,2,0,0
3903,2,2,2,0,0
3904,2,0,1,0,0
3905,0,2,2,0,0
3906,1,2,0,0,0
3907,2,2,0,0,0
3908,2,1,2,0,0
3909,2,2,1,0,0
3910,0,0,2,1,0
3911,0,2,0,0,0
3912,0,0,1,1,0
3913,1,1,2,0,0
3914,1,1,2,0,0
3915,1,0,1,0,0
3916,2,2,1,0,0
3917,0,0,2,1,0
3918,0,2,2,0,0
3919,0,2,2,0,0
3920,0,1,1,0,0
3921,2,0,0,0,0
3922,0,0,2,1,0
3923,1,1,2,0,0
3924,2,1,0,0,0
3925,0,0,1,1,0
3926,1,1,0,0,0
3927,0,0,2,1,0
3928,1,1,1,0,0
3929,2,2,0,0,0
3930,0,2,1,0,0
3931,1,2,1,0,0
3932,1,2,1,0,0
3933,1,1,2,0,0
3934,0,0,1,1,0
3935,1,0,1,0,0
3936,0,2,1,0,0
3937,1,1,1,0,0
3938,2,2,0,0,0
3939,2,2,1,0,0
3940,2,0,0,0,0
3941,1,1,2,0,0
3942,0,1,2,0,0
3943,2,1,0,0,0
3944,0,1,2,0,0
3945,1,0,2,0,0
3946,1,1,2,0,0
3947,0,0,2,1,0
3948,2,0,0,0,0
3949,2,1,0,0,0
3950,1,1,0,0,0
3951,2,2,1,0,0
3952,2,2,0,0,0
3953,1,0,0,0,0
3954,1,0,1,0,0
3955,2,1,0,0,0
3956,1,1,2,0,0
3957,0,1,2,0,0
3958,0,1,1,0,0
3959,2,2,0,0,0
3960,0,2,1,0,0
3961,2,1,0,0,0
3962,0,0,0,1,0
3963,2,1,0,0,0
3964,2,1,1,0,0
3965,0,1,1,0,0
3966,2,1,2,0,0
3967,2,0,0,0,0
3968,1,1,1,0,0
3969,2,0,2,0,0
3970,2,0,1,0,0
3971,1,2,1,0,0
3972,0,0,1,1,0
3973,2,0,1,0,0
3974,0,2,1,0,0
3975,0,2,1,0,0
3976,2,2,0,0,0
3977,0,2,1,0,0
3978,0,0,2,1,0
3979,0,2,2,0,0
3980,2,2,2,0,0
3981,0,1,0,0,0
3982,0,2,0,0,0
3983,2,0,1,0,0
3984,0,1,1,0,0
3985,1,1,2,0,0
3986,1,1,2,0,0
3987,2,1,2,0,0
3988,0,1,2,0,0
3989,1,1,2,0,0
3990,1,2,0,0,0
3991,0,1,0,0,0
3992,1,2,1,0,0
3993,2,0,1,0,0
3994,2,0,2,0,0
3995,0,0,1,1,0
3996,2,1,1,0,0
3997,1,1,1,0,0
3998,1,2,0,0,0
3999,2,0,0,0,0
4000,2,0,2,0,0
4001,0,2,1,0,0
4002,1,1,1,0,0
4003,0,1,2,0,0
4004,2,1,2,0,0
4005,1,2,0,0,0
4006,0,2,1,0,0
4007,2,2,0,0,0
4008,0,2,0,0,0
4009,2,1,0,0,0
4010,2,2,0,0,0
4011,0,1,2,0,0
4012,2,2,1,0,0
4013,1,2,0,0,0
4014,1,2,1,0,0
4015,2,2,2,0,0
4016,0,0,0,1,0
4017,2,0,1,0,0
4018,0,0,0,1,0
4019,1,2,0,0,0
4020,2,2,1,0,0
4021,0,0,0,1,0
4022,1,2,1,0,0
4023,0,1,1,0,0
4024,0,2,0,0,0
4025,2,1,1,0,0
4026,0,2,2,0,0
4027,2,1,0,0,0
4028,0,0,2,1,0
4029,0,2,1,0,0
4030,0,1,2,0,0
4031,0,1,0,0,0
4032,0,2,1,0,0
4033,2,2,0,0,0
4034,1,0,0,0,0
4035,0,1,2,0,0
4036,1,2,2,0,0
4037,1,0,2,0,0
4038,2,0,0,0,0
4039,2,1,2,0,0
4040,1,2,1,0,0
4041,1,1,1,0,0
4042,0,1,1,0,0
4043,0,2,0,0,0
4044,1,0,2,0,0
4045,1,2,2,0,0
4046,0,1,1,0,0
4047,2,1,1,0,0
4048,0,2,2,0,0
4049,0,0,0,1,0
4050,2,1,2,0,0
4051,2,1,1,0,0
4052,0,0,2,1,0
4053,2,2,1,0,0
4054,1,1,1,0,0
4055,0,1,0,0,0
4056,0,1,0,0,0
4057,1,2,1,0,0
4058,1,0,1,0,0
4059,2,1,2,0,0
4060,0,1,0,0,0
4061,0,0,2,1,0
4062,1,1,1,0,0
4063,1,1,2,0,0
4064,1,1,2,0,0
4065,2,0,1,0,0
4066,0,1,0,0,0
4067,0,1,1,0,0
4068,1,0,0,0,0
4069,1,0,0,0,0
4070,1,0,1,0,0
4071,0,1,2,0,0
4072,0,0,2,1,0
4073,2,0,1,0,0
4074,1,2,2,0,0
4075,1,1,0,0,0
4076,1,1,0,0,0
4077,2,1,0,0,0
4078,2,0,0,0,0
4079,1,0,1,0,0
4080,1,0,1,0,0
4081,2,1,1,0,0
4082,2,1,1,0,0
4083,2,2,2,0,0
4084,0,0,2,1,0
4085,1,2,1,0,0
4086,0,1,1,0,0
4087,0,0,1,1,0
4088,2,1,1,0,0
4089,1,2,2,0,0
4090,2,2,0,0,0
4091,0,0,2,1,0
4092,1,0,2,0,0
4093,1,1,1,0,0
4094,1,2,2,0,0
4095,1,2,0,0,0
4096,2,0,0,0,0
4097,0,2,2,0,0
4098,0,1,0,0,0
4099,2,0,1,0,0
4100,1,1,1,0,0
4101,1,0,0,0,0
4102,1,2,1,0,0
4103,0,1,2,0,0
4104,1,0,1,0,0
4105,1,0,0,0,0
4106,0,0,2,1,0
4107,0,2,1,0,0
4108,0,1,2,0,0
4109,1,0,2,0,0
4110,1,1,2,0,0
4111,1,0,1,0,0
4112,2,2,2,0,0
4113,1,1,1,0,0
4114,2,2,0,0,0
4115,0,2,2,0,0
4116,0,2,2,0,0
4117,0,1,1,0,0
4118,0,1,1,0,0
4119,2,2,0,0,0
4120,1,1,1,0,0
4121,2,2,2,0,0
4122,1,0,0,0,0
4123,2,2,2,0,0
4124,2,1,2,0,0
4125,1,1,2,0,0
4126,1,1,2,0,0
4127,2,1,2,0,0
4128,0,2,0,0,0
4129,0,1,2,0,0
4130,2,2,1,0,0
4131,2,1,2,0,0
4132,2,0,2,0,0
4133,0,0,1,1,0
4134,0,0,2,1,0
4135,0,1,1,0,0
4136,2,2,1,0,0
4137,2,1,0,0,0
4138,1,0,0,0,0
4139,2,1,1,0,0
4140,1,1,0,0,0
4141,1,0,2,0,0
4142,0,0,2,1,0
4143,2,2,1,0,0
4144,1,1,2,0,0
4145,1,1,1,0,0
4146,2,0,1,0,0
4147,0,1,1,0,0
4148,2,0,2,0,0
4149,2,2,1,0,0
4150,2,0,1,0,0
4151,1,1,1,0,0
4152,0,0,2,1,0
4153,1,1,2,0,0
4154,0,0,2,1,0
4155,0,2,1,0,0
4156,0,1,2,0,0
4157,2,0,1,0,0
4158,0,0,0,1,0
4159,2,2,2,0,0
4160,2,2,2,0,0
